3.499999999999999778e-01,2.650000000000000133e-01,8.999999999999999667e-02,9.950000000000000511e-02,7.000000000000000000e+00,0.000000000000000000e+00
5.300000000000000266e-01,4.199999999999999845e-01,1.350000000000000089e-01,2.565000000000000058e-01,9.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000022e-01,3.649999999999999911e-01,1.250000000000000000e-01,2.154999999999999971e-01,1.000000000000000000e+01,0.000000000000000000e+00
3.300000000000000155e-01,2.550000000000000044e-01,8.000000000000000167e-02,8.949999999999999623e-02,7.000000000000000000e+00,1.000000000000000000e+00
4.249999999999999889e-01,2.999999999999999889e-01,9.500000000000000111e-02,1.409999999999999865e-01,8.000000000000000000e+00,1.000000000000000000e+00
4.749999999999999778e-01,3.699999999999999956e-01,1.250000000000000000e-01,2.164999999999999980e-01,9.000000000000000000e+00,0.000000000000000000e+00
4.299999999999999933e-01,3.499999999999999778e-01,1.100000000000000006e-01,1.675000000000000100e-01,1.000000000000000000e+01,0.000000000000000000e+00
5.350000000000000311e-01,4.050000000000000266e-01,1.449999999999999900e-01,2.725000000000000200e-01,1.000000000000000000e+01,0.000000000000000000e+00
4.699999999999999734e-01,3.549999999999999822e-01,1.000000000000000056e-01,1.675000000000000100e-01,1.000000000000000000e+01,0.000000000000000000e+00
3.549999999999999822e-01,2.800000000000000266e-01,8.500000000000000611e-02,9.500000000000000111e-02,7.000000000000000000e+00,1.000000000000000000e+00
4.400000000000000022e-01,3.400000000000000244e-01,1.000000000000000056e-01,1.880000000000000004e-01,1.000000000000000000e+01,0.000000000000000000e+00
3.649999999999999911e-01,2.949999999999999845e-01,8.000000000000000167e-02,9.699999999999998901e-02,7.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,3.200000000000000067e-01,1.000000000000000056e-01,1.705000000000000127e-01,9.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000044e-01,2.750000000000000222e-01,1.000000000000000056e-01,8.000000000000000167e-02,1.000000000000000000e+01,1.000000000000000000e+00
5.500000000000000444e-01,4.149999999999999800e-01,1.350000000000000089e-01,3.180000000000000049e-01,9.000000000000000000e+00,0.000000000000000000e+00
6.149999999999999911e-01,4.799999999999999822e-01,1.650000000000000078e-01,5.130000000000000115e-01,1.000000000000000000e+01,0.000000000000000000e+00
5.799999999999999600e-01,4.699999999999999734e-01,1.650000000000000078e-01,3.935000000000000164e-01,1.000000000000000000e+01,0.000000000000000000e+00
4.650000000000000244e-01,3.549999999999999822e-01,1.049999999999999961e-01,2.269999999999999796e-01,8.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,3.549999999999999822e-01,1.049999999999999961e-01,2.369999999999999885e-01,8.000000000000000000e+00,0.000000000000000000e+00
3.549999999999999822e-01,2.899999999999999800e-01,8.999999999999999667e-02,1.340000000000000080e-01,9.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,3.350000000000000200e-01,1.049999999999999961e-01,1.864999999999999991e-01,9.000000000000000000e+00,0.000000000000000000e+00
2.399999999999999911e-01,1.749999999999999889e-01,4.499999999999999833e-02,3.150000000000000022e-02,5.000000000000000000e+00,1.000000000000000000e+00
2.049999999999999878e-01,1.499999999999999944e-01,5.500000000000000028e-02,2.549999999999999836e-02,5.000000000000000000e+00,1.000000000000000000e+00
